% function evaluation | noise-free fitness - Fopt (6.870000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
26 +2.451491391e+00 +2.451491391e+00 +1.605714914e+02 +1.605714914e+02 -1.6271e+00 +6.8756e-02 -1.0140e+00 -2.6279e-01 -3.5968e+00
% function evaluation | noise-free fitness - Fopt (-1.021200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.366484545e+01 +3.366484545e+01 -6.845515455e+01 -6.845515455e+01 -4.7798e+00 -4.0386e+00 -4.6874e+00 -1.1475e+00 +5.4124e-01
2 +2.438112277e+01 +2.438112277e+01 -7.773887723e+01 -7.773887723e+01 -3.5885e-01 +3.5614e+00 -3.2381e+00 +3.7440e+00 -2.0397e+00
5 +1.209737108e+01 +1.209737108e+01 -9.002262892e+01 -9.002262892e+01 +1.0506e+00 -2.4218e+00 +4.2609e+00 -1.8933e+00 +3.7738e-01
7 +7.170373864e+00 +7.170373864e+00 -9.494962614e+01 -9.494962614e+01 -6.3401e-01 -4.9515e+00 +3.0749e+00 +3.5534e+00 +4.0635e+00
11 +2.759871835e+00 +2.759871835e+00 -9.936012816e+01 -9.936012816e+01 +2.4807e+00 +3.9043e+00 +5.8802e-01 -7.9565e-01 +3.7483e+00
% function evaluation | noise-free fitness - Fopt (-8.798000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.325061171e+01 +2.325061171e+01 -6.472938829e+01 -6.472938829e+01 -4.8623e+00 +4.8582e+00 +7.8142e-01 -4.1907e+00 +2.5521e+00
2 +7.742683433e+00 +7.742683433e+00 -8.023731657e+01 -8.023731657e+01 -3.5898e+00 +4.2241e+00 -2.8477e+00 -2.6038e+00 +4.1358e+00
9 +5.619952644e+00 +5.619952644e+00 -8.236004736e+01 -8.236004736e+01 -8.6315e-01 +4.3935e-01 +4.5763e+00 -4.5594e+00 -1.5148e+00
27 +2.646198006e+00 +2.646198006e+00 -8.533380199e+01 -8.533380199e+01 +3.0646e+00 +1.6385e+00 -8.0825e-01 -1.8684e+00 -1.9800e+00
