% function evaluation | noise-free fitness - Fopt (-5.494000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
5652 +3.962690035e+05 +3.962690035e+05 +3.972690035e+05 +3.972690035e+05 -2.4496e+00 -2.0900e+00 -3.9983e+00 +3.4678e+00 +5.1715e-02 -1.6097e+00 +2.6529e+00 +5.1344e-01 -2.4057e+00 +1.8909e+00 -2.4088e+00 +3.1420e+00 -2.9647e+00 -1.3343e+00 -1.0418e+00 +2.8591e+00 -1.8708e+00 -7.4165e-01 +3.7996e-01 +1.9080e+00
7769 +2.499852164e+05 +2.499852164e+05 +2.509852164e+05 +2.509852164e+05 -2.4354e+00 -2.1387e+00 -3.9205e+00 +3.2245e+00 +4.1483e-01 -1.7815e+00 +2.7833e+00 -8.1614e-02 -1.8804e+00 +2.0764e+00 -2.5485e+00 +2.8975e+00 -2.9963e+00 -9.4305e-01 -9.6062e-01 +2.1721e+00 -2.0091e+00 -9.7916e-01 +6.5508e-01 +1.3786e+00
9212 +1.569363476e+05 +1.569363476e+05 +1.579363476e+05 +1.579363476e+05 -3.0718e+00 -1.0882e-01 -3.1772e+00 +4.2780e-01 +2.2371e+00 -1.5256e+00 +6.3628e+00 +3.0081e+00 +2.6896e+00 +3.0172e+00 +6.1059e-01 +2.8708e+00 +1.1060e+00 -4.9665e-01 -1.4236e+00 +1.2675e+00 -2.9348e+00 -2.7273e+00 +1.2009e+00 +1.1436e-01
10960 +9.713011307e+04 +9.713011307e+04 +9.813011307e+04 +9.813011307e+04 -4.7763e+00 +4.2541e-01 +3.7508e-01 -9.9622e-01 +2.0094e+00 +8.9909e-01 +3.8894e+00 -1.7024e-01 -2.9553e-01 +1.6009e+00 -1.8564e+00 +1.4813e+00 +3.1740e+00 +4.9384e-01 -2.2560e+00 -1.7131e+00 -8.5064e-01 -2.2569e+00 -5.9582e-01 +8.9804e-02
12204 +6.218308586e+04 +6.218308586e+04 +6.318308586e+04 +6.318308586e+04 -4.8481e+00 +4.8990e-01 +2.7751e-01 -9.0020e-01 +2.0279e+00 +7.1877e-01 +3.8032e+00 -1.7940e-01 -1.4700e-01 +1.5430e+00 -2.0590e+00 +1.6864e+00 +3.1631e+00 +6.9354e-01 -2.6497e+00 -1.4381e+00 -9.9696e-01 -2.0848e+00 -4.4681e-01 +1.3191e-01
13848 +3.971053987e+04 +3.971053987e+04 +4.071053987e+04 +4.071053987e+04 -4.5537e+00 +8.5801e-01 +7.8671e-02 -8.0381e-01 +2.3465e+00 +2.9468e-01 +3.7888e+00 -2.7377e-01 -1.2002e-01 +1.4053e+00 -2.2194e+00 +1.8974e+00 +3.0770e+00 +7.7211e-01 -2.9949e+00 -1.5395e+00 -1.1711e+00 -2.0012e+00 -4.6252e-01 +3.8644e-01
15197 +2.460520800e+04 +2.460520800e+04 +2.560520800e+04 +2.560520800e+04 -3.2246e+00 +3.5265e-03 -3.5210e+00 +2.6519e+00 +2.3142e-01 -2.7762e+00 +2.9736e+00 -1.1567e+00 -3.8574e-02 +2.8066e+00 -2.2804e+00 +2.6661e+00 -1.7243e+00 -4.3017e-01 -1.9293e+00 +9.9393e-01 -1.6060e+00 -8.5427e-01 +1.5367e+00 +5.0010e-03
18332 +1.565608514e+04 +1.565608514e+04 +1.665608514e+04 +1.665608514e+04 -3.2617e+00 +3.1667e-02 -3.5774e+00 +2.3482e+00 +1.6394e-01 -3.0055e+00 +2.6916e+00 -1.2226e+00 -1.0058e-02 +3.1118e+00 -2.2718e+00 +2.8282e+00 -1.6919e+00 -3.4780e-01 -1.9154e+00 +5.3377e-01 -1.3826e+00 -7.8268e-01 +1.5770e+00 -3.2766e-01
19119 +9.471575518e+03 +9.471575518e+03 +1.047157552e+04 +1.047157552e+04 -3.4212e+00 -6.4070e-02 -3.5143e+00 +2.3767e+00 +2.2378e-01 -2.9132e+00 +2.7067e+00 -1.2015e+00 +2.4770e-01 +3.0302e+00 -2.1873e+00 +2.8633e+00 -1.7782e+00 -3.4191e-01 -2.1507e+00 +3.6476e-01 -1.4653e+00 -9.4618e-01 +1.7434e+00 -4.9581e-01
20355 +6.289466800e+03 +6.289466800e+03 +7.289466800e+03 +7.289466800e+03 -3.4306e+00 +2.2041e-02 -3.5691e+00 +2.3071e+00 +2.9342e-01 -2.9420e+00 +2.5294e+00 -1.3758e+00 +2.3140e-01 +3.3641e+00 -2.2803e+00 +2.8742e+00 -1.7074e+00 -3.1889e-01 -2.1243e+00 +2.2412e-01 -1.3239e+00 -7.4452e-01 +1.5955e+00 -6.7653e-01
22253 +3.882948183e+03 +3.882948183e+03 +4.882948183e+03 +4.882948183e+03 -3.4045e+00 +2.6805e-01 -3.4617e+00 +2.4514e+00 +4.4392e-01 -3.1503e+00 +2.5157e+00 -1.7057e+00 +4.1994e-01 +3.4499e+00 -2.2916e+00 +2.9988e+00 -1.8092e+00 -4.8063e-01 -2.4134e+00 +3.6953e-01 -1.1991e+00 -5.1522e-01 +1.8531e+00 -9.6398e-01
27519 +2.213800210e+03 +2.213800210e+03 +3.213800210e+03 +3.213800210e+03 -3.4587e+00 +2.8434e-01 -3.6206e+00 +2.4130e+00 +4.3696e-01 -2.8222e+00 +2.3809e+00 -2.2649e+00 +2.1796e-01 +3.1849e+00 -2.5440e+00 +3.1126e+00 -2.0110e+00 +1.2249e-01 -2.4987e+00 -2.6262e-01 -9.6122e-01 -5.1776e-01 +2.1590e+00 -4.7977e-01
% function evaluation | noise-free fitness - Fopt (1.951500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.583198545e+06 +5.583198545e+06 +5.583393695e+06 +5.583393695e+06 +5.5707e-01 -8.7332e-02 +3.7164e+00 +3.9285e+00 +2.9366e+00 -5.3858e-02 +3.5588e+00 -2.4734e+00 -2.7702e+00 -2.5262e+00 +1.8287e+00 +1.4434e+00 -2.1740e+00 -3.3749e+00 +1.4915e+00 -2.1060e+00 +1.7023e-01 -3.6670e+00 +1.6707e+00 +1.4619e+00
40 +2.741693330e+06 +2.741693330e+06 +2.741888480e+06 +2.741888480e+06 +1.0650e+00 -3.2461e-02 +1.9601e+00 +4.0484e+00 -1.4221e+00 +1.7264e-01 -6.6323e-01 -2.8658e+00 -1.8328e+00 +7.8762e-02 +1.1804e+00 +2.0208e+00 +2.5848e+00 -4.2938e-01 +5.0446e-02 -3.1396e+00 -4.7042e-01 -3.5113e+00 -4.3228e-01 -9.7533e-02
41 +1.930592931e+06 +1.930592931e+06 +1.930788081e+06 +1.930788081e+06 +3.6736e+00 +2.2470e-01 +2.0436e-01 +2.8313e+00 +2.3875e+00 -1.5810e+00 -6.0138e-01 -5.8486e-01 +2.3510e-01 -2.8451e+00 -1.7303e-01 -7.8033e-01 +3.0142e+00 +2.9050e-01 -6.9535e-01 +7.8820e-01 +3.0605e+00 +1.6221e+00 +3.6277e+00 -2.2561e+00
60 +1.006780979e+06 +1.006780979e+06 +1.006976129e+06 +1.006976129e+06 -2.7047e+00 -5.8798e-01 -2.9339e+00 -1.9199e+00 +1.9287e+00 -2.5173e-01 +2.6008e+00 +2.3167e+00 -3.2451e+00 -7.1419e-01 -9.0351e-01 -1.5617e+00 -2.2052e+00 +3.0482e+00 -3.4737e+00 -1.4531e+00 -2.8836e+00 -1.4965e+00 -1.7011e+00 +2.2531e+00
74 +9.822935931e+05 +9.822935931e+05 +9.824887431e+05 +9.824887431e+05 -2.6367e+00 -5.1690e-01 -3.0061e+00 -1.8858e+00 +2.0245e+00 -1.8474e-01 +2.6432e+00 +2.3805e+00 -3.2696e+00 -6.3760e-01 -8.3790e-01 -1.6452e+00 -2.1871e+00 +3.0129e+00 -3.5574e+00 -1.4666e+00 -2.8514e+00 -1.5925e+00 -1.6962e+00 +2.1699e+00
600 +5.927478889e+05 +5.927478889e+05 +5.929430389e+05 +5.929430389e+05 -7.6836e-01 -7.1824e-01 -1.5749e+00 -1.0896e+00 +2.1117e+00 -5.1975e-01 +2.3806e+00 +1.1177e+00 -2.5542e+00 -1.3641e+00 -7.9775e-01 -1.4737e+00 -1.2716e+00 +2.8826e+00 -3.3505e+00 -1.3722e+00 -2.6006e+00 -9.5293e-01 -1.3699e+00 +1.5229e-01
1241 +3.863543181e+05 +3.863543181e+05 +3.865494681e+05 +3.865494681e+05 -8.8971e-01 -5.3391e-01 -1.4677e+00 -1.3001e+00 +2.0743e+00 -5.4130e-01 +2.6385e+00 +8.1448e-01 -2.8467e+00 -1.3517e+00 -6.0676e-01 -1.1807e+00 -1.5281e+00 +2.7760e+00 -3.5216e+00 -1.7193e+00 -2.6688e+00 -1.0349e+00 -1.1308e+00 +1.8357e-01
2369 +2.511492831e+05 +2.511492831e+05 +2.513444331e+05 +2.513444331e+05 -8.1001e-01 -5.1843e-01 -1.0390e+00 -1.1857e+00 +2.5142e+00 -3.7609e-01 +2.6477e+00 +7.3122e-01 -2.9753e+00 -1.2919e+00 -5.7308e-01 -1.0057e+00 -1.5042e+00 +2.6333e+00 -3.5322e+00 -2.2034e+00 -2.4086e+00 -1.1101e+00 -1.0881e+00 +1.4771e-01
3899 +1.578266554e+05 +1.578266554e+05 +1.580218054e+05 +1.580218054e+05 -9.7063e-01 -5.2530e-01 -1.0532e+00 -5.6441e-01 +2.3856e+00 -3.5464e-01 +2.3015e+00 +5.9366e-01 -3.4712e+00 -1.3641e+00 -5.1801e-01 -1.0908e+00 -1.5090e+00 +2.2571e+00 -3.2194e+00 -2.0688e+00 -2.2075e+00 -1.8220e+00 -2.3267e-01 +2.3512e-01
5254 +9.515513625e+04 +9.515513625e+04 +9.535028625e+04 +9.535028625e+04 -1.1581e+00 -4.3256e-01 -8.8643e-01 -5.2055e-01 +2.3882e+00 -1.6571e-02 +2.0506e+00 +4.7664e-01 -3.5560e+00 -1.2360e+00 -2.4643e-01 -6.9202e-01 -1.6294e+00 +2.4269e+00 -3.1264e+00 -2.1222e+00 -2.0307e+00 -2.1094e+00 -1.3319e-01 +4.0236e-01
6848 +6.056946200e+04 +6.056946200e+04 +6.076461200e+04 +6.076461200e+04 +9.6981e-01 +1.5391e+00 +1.1702e+00 +1.5983e+00 -1.3603e+00 +7.9448e-01 +2.0954e+00 -2.9697e+00 -2.6529e+00 +4.6003e-01 +2.7189e-01 +7.7208e-01 +2.0345e+00 -1.1798e+00 -1.2076e+00 -2.6151e+00 +1.2090e+00 -2.7972e-02 -1.8674e+00 -4.9428e-01
8091 +3.923149881e+04 +3.923149881e+04 +3.942664881e+04 +3.942664881e+04 +6.5037e-01 +1.5577e+00 +1.0754e+00 +1.6824e+00 -9.1625e-01 +1.0273e+00 +1.9369e+00 -2.9568e+00 -2.4531e+00 +7.5962e-01 +4.0129e-01 +6.0045e-01 +1.8370e+00 -1.3579e+00 -1.4582e+00 -2.6185e+00 +1.0813e+00 +3.5897e-01 -1.9776e+00 -2.6994e-01
9614 +2.492024746e+04 +2.492024746e+04 +2.511539746e+04 +2.511539746e+04 +6.6267e-01 +1.7065e+00 +8.8481e-01 +1.8210e+00 -7.8660e-01 +1.1180e+00 +2.1190e+00 -2.7516e+00 -2.3310e+00 +5.1801e-01 +3.5059e-01 +4.0572e-01 +1.6863e+00 -1.1017e+00 -1.5243e+00 -2.6209e+00 +1.2189e+00 +2.7299e-01 -2.1392e+00 +9.5909e-02
13027 +1.573474694e+04 +1.573474694e+04 +1.592989694e+04 +1.592989694e+04 +1.1007e+00 +1.8672e+00 +1.0989e+00 +2.0479e+00 -2.8503e-02 +1.2208e+00 +2.2863e+00 -2.3612e+00 -1.8712e+00 +4.9457e-01 +1.6692e-01 +7.6828e-01 +1.1257e+00 -8.8187e-01 -1.6899e+00 -2.4421e+00 +1.1940e+00 +3.1340e-01 -2.2719e+00 +1.7375e-01
14654 +9.998515143e+03 +9.998515143e+03 +1.019366514e+04 +1.019366514e+04 +1.2904e+00 +1.8109e+00 +1.0882e+00 +2.0951e+00 +4.2976e-01 +1.3187e+00 +2.4401e+00 -2.5003e+00 -1.6585e+00 +5.6270e-01 +2.6515e-01 +9.8672e-01 +1.1644e+00 -6.3543e-01 -1.7391e+00 -2.4166e+00 +1.1619e+00 +4.0196e-01 -2.2436e+00 +5.7203e-01
21818 +6.152170310e+03 +6.152170310e+03 +6.347320310e+03 +6.347320310e+03 +1.4889e+00 +1.9912e+00 +1.7213e+00 +2.1757e+00 +6.4419e-01 +1.3177e+00 +2.7523e+00 -2.0329e+00 -1.2188e+00 +4.5479e-01 +3.9888e-01 +1.8661e+00 +1.0813e+00 -9.0729e-01 -1.7808e+00 -2.4552e+00 +1.2323e+00 +7.2771e-02 -3.0280e+00 +7.3981e-01
% function evaluation | noise-free fitness - Fopt (-4.335000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.010887447e+07 +8.010887447e+07 +8.010883112e+07 +8.010883112e+07 -5.8744e-01 -2.9805e+00 -7.1040e-01 -3.4434e-02 -3.3716e+00 +3.1317e+00 +2.5909e+00 -1.3790e+00 +3.3909e+00 +2.8377e+00 -3.2456e+00 -1.2029e+00 +6.8467e-01 +1.1371e+00 -8.9365e-01 -6.6022e-01 +3.9557e+00 -3.8247e+00 -3.7758e+00 +3.6960e-01
2 +3.129608838e+07 +3.129608838e+07 +3.129604503e+07 +3.129604503e+07 -1.4487e+00 -2.6577e+00 +1.2233e+00 +1.9797e+00 -1.6306e-01 +2.8152e+00 -1.1069e+00 -3.6672e+00 -1.7414e+00 -2.7502e+00 -1.6108e+00 -1.0902e+00 +1.1751e+00 +3.3074e+00 +1.7718e+00 -2.5110e+00 +5.5366e-01 -4.9040e-01 -7.2601e-01 -3.2641e+00
3 +7.912900276e+06 +7.912900276e+06 +7.912856926e+06 +7.912856926e+06 +5.4491e-01 -3.1384e-01 -3.8400e+00 -1.4020e+00 -3.1597e+00 +2.1364e+00 +1.5847e-01 +3.1352e+00 -2.7247e+00 +3.9544e-01 +2.4206e+00 -3.4859e+00 -3.3773e+00 +2.4844e+00 +2.3806e+00 +3.6954e+00 +2.8589e+00 -4.8337e-01 +3.6976e+00 -3.4628e+00
51 +5.427860241e+06 +5.427860241e+06 +5.427816891e+06 +5.427816891e+06 -2.7817e+00 +3.2635e+00 +2.2356e+00 +3.2433e+00 -3.2930e+00 +6.7705e-01 +2.6191e-01 -3.2851e+00 -1.7954e+00 +3.3398e+00 +3.1949e+00 +1.3046e+00 -9.7933e-01 -6.9460e-01 +2.5789e+00 +3.1542e+00 -2.9863e-01 +3.4107e+00 -2.8719e+00 +3.0160e+00
983 +3.947509165e+06 +3.947509165e+06 +3.947465815e+06 +3.947465815e+06 -2.7899e+00 +3.6106e+00 +2.2890e+00 +3.2241e+00 -3.5457e+00 +1.2068e+00 +2.0858e-01 -2.8720e+00 -1.7717e+00 +3.0413e+00 +3.3628e+00 +8.3754e-01 -6.6252e-01 -3.1267e-01 +2.5209e+00 +3.0891e+00 +1.7512e-02 +3.6578e+00 -2.5922e+00 +3.0551e+00
1715 +2.405223876e+06 +2.405223876e+06 +2.405180526e+06 +2.405180526e+06 -2.7958e+00 +3.9069e+00 +2.2112e+00 +3.3228e+00 -3.4949e+00 +1.0610e+00 +2.3951e-01 -2.8258e+00 -1.8591e+00 +2.7533e+00 +3.0572e+00 +7.4691e-01 -4.9362e-01 -1.5222e-01 +2.4534e+00 +3.2709e+00 +4.8858e-02 +4.0008e+00 -2.6460e+00 +2.9512e+00
2504 +1.571756312e+06 +1.571756312e+06 +1.571712962e+06 +1.571712962e+06 -2.7429e+00 +4.1245e+00 +2.5187e+00 +3.3113e+00 -3.6770e+00 +1.2813e+00 +2.6313e-01 -2.6743e+00 -1.9949e+00 +2.4200e+00 +3.2228e+00 +8.2478e-01 -5.1362e-01 -4.0079e-01 +2.3579e+00 +3.3307e+00 +1.9581e-01 +4.2969e+00 -2.7730e+00 +2.9652e+00
3741 +9.549863918e+05 +9.549863918e+05 +9.549430418e+05 +9.549430418e+05 -2.4958e+00 +4.4399e+00 +2.7370e+00 +3.0544e+00 -3.8210e+00 +1.2007e+00 -8.1877e-02 -2.4834e+00 -1.9812e+00 +2.2344e+00 +3.0780e+00 +8.1394e-01 -3.0415e-01 -2.3235e-01 +2.2341e+00 +3.4562e+00 +7.9808e-02 +4.3019e+00 -2.4888e+00 +2.6703e+00
4004 +6.231070172e+05 +6.231070172e+05 +6.230636672e+05 +6.230636672e+05 -2.5944e+00 +4.3339e+00 +2.7505e+00 +2.9364e+00 -3.6502e+00 +1.4646e+00 -2.4859e-01 -2.2801e+00 -1.9676e+00 +2.0003e+00 +2.6678e+00 +3.0314e-01 -3.5599e-01 -2.7221e-01 +2.1711e+00 +3.1851e+00 +1.4559e-01 +4.5088e+00 -2.6478e+00 +2.5321e+00
4862 +3.901828600e+05 +3.901828600e+05 +3.901395100e+05 +3.901395100e+05 -2.4296e+00 +4.5807e+00 +2.6852e+00 +2.7721e+00 -3.6856e+00 +1.7335e+00 -3.4410e-01 -2.3404e+00 -1.7938e+00 +1.8099e+00 +2.6370e+00 +2.3146e-01 -4.0302e-01 -3.5737e-01 +2.2224e+00 +3.1572e+00 +4.1112e-01 +4.8180e+00 -2.4607e+00 +2.4337e+00
5782 +2.403698696e+05 +2.403698696e+05 +2.403265196e+05 +2.403265196e+05 -2.5263e+00 +5.2011e+00 +2.4634e+00 +2.7598e+00 -3.5313e+00 +1.9658e+00 -4.8700e-01 -2.3677e+00 -1.9421e+00 +1.7615e+00 +2.7575e+00 +1.6823e-01 -1.4887e-01 -5.4583e-01 +2.2264e+00 +2.8705e+00 +2.1425e-01 +4.9589e+00 -2.4417e+00 +2.5214e+00
6637 +1.534699194e+05 +1.534699194e+05 +1.534265694e+05 +1.534265694e+05 -2.3350e+00 +5.4436e+00 +2.2946e+00 +2.7439e+00 -3.5360e+00 +1.6692e+00 -4.6433e-01 -2.3200e+00 -2.0971e+00 +1.6373e+00 +2.7611e+00 +3.7482e-02 +1.1828e-02 -4.7944e-01 +2.1463e+00 +2.6857e+00 +2.0424e-01 +4.9113e+00 -2.6595e+00 +2.5092e+00
8141 +9.746723143e+04 +9.746723143e+04 +9.742388143e+04 +9.742388143e+04 -2.4965e+00 +5.6945e+00 +2.0891e+00 +2.5313e+00 -3.4158e+00 +1.5251e+00 -9.8516e-02 -1.8168e+00 -1.9763e+00 +1.5342e+00 +2.8023e+00 -4.5474e-02 +2.8061e-01 -5.4784e-01 +1.8021e+00 +2.4256e+00 +3.6123e-01 +4.8862e+00 -2.7604e+00 +2.2499e+00
9391 +6.219800692e+04 +6.219800692e+04 +6.215465692e+04 +6.215465692e+04 -2.3839e+00 +6.0460e+00 +1.8533e+00 +2.1794e+00 -3.0774e+00 +1.5071e+00 -9.3150e-02 -1.5736e+00 -1.9191e+00 +1.4944e+00 +2.9834e+00 -8.0753e-02 +5.3816e-01 -4.8272e-01 +1.9451e+00 +2.0876e+00 +3.5342e-01 +4.8582e+00 -2.7523e+00 +2.2569e+00
10307 +3.572830344e+04 +3.572830344e+04 +3.568495344e+04 +3.568495344e+04 -2.3210e+00 +6.2380e+00 +1.8023e+00 +2.1661e+00 -2.7003e+00 +1.3403e+00 -1.8534e-01 -1.3205e+00 -1.6638e+00 +1.7600e+00 +2.9234e+00 -3.8199e-02 +6.8908e-01 -4.6274e-01 +2.1738e+00 +1.9825e+00 +2.9445e-01 +4.8246e+00 -2.9644e+00 +2.1558e+00
12559 +2.477782534e+04 +2.477782534e+04 +2.473447534e+04 +2.473447534e+04 -2.2421e+00 +5.9907e+00 +1.2103e+00 +1.7227e+00 -2.2143e+00 +1.5689e+00 -2.8326e-01 -1.4488e+00 -1.7760e+00 +1.5876e+00 +2.9761e+00 -1.1026e-01 +8.4078e-01 -3.1139e-01 +2.1460e+00 +1.7094e+00 +3.0410e-01 +4.9358e+00 -3.0259e+00 +1.6363e+00
19101 +1.464000299e+04 +1.464000299e+04 +1.459665299e+04 +1.459665299e+04 -1.6195e+00 +5.5183e+00 +1.2863e+00 +1.3237e+00 -1.9863e+00 +1.0634e+00 +6.3861e-02 -1.6929e+00 -1.6599e+00 +1.2925e+00 +3.1950e+00 +9.8555e-02 +1.1198e+00 -2.0388e-01 +1.7554e+00 +8.7839e-01 +3.7172e-01 +5.1134e+00 -2.7637e+00 +8.9343e-01
27271 +9.160600979e+03 +9.160600979e+03 +9.117250979e+03 +9.117250979e+03 -1.7436e+00 +5.5287e+00 +2.0424e+00 +1.5818e+00 -1.3511e+00 +1.4098e+00 +1.2762e-01 -1.2937e+00 -1.5912e+00 +1.1915e+00 +3.5451e+00 +5.7156e-01 +1.3058e+00 -1.1396e+00 +1.2353e+00 +8.9149e-01 -5.0503e-01 +4.5610e+00 -2.8581e+00 +6.1262e-01
% function evaluation | noise-free fitness - Fopt (2.790900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.741702325e+07 +1.741702325e+07 +1.741730234e+07 +1.741730234e+07 +1.0670e+00 +1.0043e+00 -2.3268e+00 +2.2388e-01 +1.9677e-02 -2.6938e+00 +2.5996e+00 +1.1335e+00 +8.1564e-01 +2.5828e+00 -2.7474e+00 +2.8277e+00 +1.1900e+00 +1.4733e+00 -3.8604e+00 -7.6544e-03 +7.2701e-02 -1.8376e+00 +3.3922e+00 -3.6478e+00
7 +1.487619635e+07 +1.487619635e+07 +1.487647544e+07 +1.487647544e+07 -2.9401e+00 -3.9711e-01 +1.6836e+00 -3.1221e+00 -3.0112e+00 +1.4608e+00 +3.9272e+00 +2.3331e+00 -1.8438e+00 +2.5056e-01 -3.2665e+00 -1.9634e+00 +2.2244e+00 -2.0368e+00 +3.4900e+00 +2.7421e+00 +3.7869e+00 +1.3525e+00 +8.3405e-01 -3.9170e+00
19 +7.793552438e+06 +7.793552438e+06 +7.793831528e+06 +7.793831528e+06 -1.6099e+00 -2.5359e+00 -2.7578e+00 +2.5489e+00 +1.4783e+00 -1.2594e+00 -1.4305e+00 +1.2497e+00 +1.0095e+00 -8.3122e-01 -2.5276e+00 +1.9626e+00 +6.9981e-02 +3.5086e+00 +1.9214e+00 +3.6042e+00 +1.4890e+00 +1.4987e+00 -3.8503e+00 -3.0007e-01
43 +2.111181059e+06 +2.111181059e+06 +2.111460149e+06 +2.111460149e+06 -3.2624e+00 -4.2340e-01 -2.3171e+00 +3.9215e-01 -3.0067e-01 -2.1508e+00 +2.0731e+00 -1.7257e+00 +2.4136e-01 -7.2147e-01 -1.1259e+00 -3.8765e+00 -1.9639e+00 -6.4699e-01 -3.2240e+00 +2.8310e+00 -2.7983e-01 +2.6082e+00 -3.7726e+00 +3.5229e+00
597 +1.581550755e+06 +1.581550755e+06 +1.581829845e+06 +1.581829845e+06 -3.1258e+00 -6.9857e-01 -2.2955e+00 +5.5271e-01 -5.8509e-01 -2.0790e+00 +2.1118e+00 -1.7095e+00 +6.4340e-03 -3.6157e-01 -1.0178e+00 -3.7026e+00 -1.9241e+00 -4.6623e-01 -3.2233e+00 +2.7264e+00 -4.1966e-01 +2.3329e+00 -3.7976e+00 +3.5567e+00
1843 +9.953424399e+05 +9.953424399e+05 +9.956215299e+05 +9.956215299e+05 -2.9398e+00 -1.0943e+00 -2.0957e+00 +5.6390e-01 -6.5816e-01 -2.0658e+00 +1.7337e+00 -1.4300e+00 +1.4735e-01 -2.7504e-01 -1.2165e+00 -3.4404e+00 -1.4863e+00 -4.3564e-01 -3.5309e+00 +2.6646e+00 -2.9180e-01 +2.1233e+00 -3.7400e+00 +3.4272e+00
3105 +6.296289847e+05 +6.296289847e+05 +6.299080747e+05 +6.299080747e+05 -3.1016e+00 -1.2752e+00 -2.0874e+00 +1.0217e+00 -6.0733e-01 -1.9807e+00 +1.6676e+00 -1.1193e+00 -1.1822e-02 -2.8293e-01 -9.1277e-01 -3.1902e+00 -1.1349e+00 -6.5482e-01 -3.7551e+00 +2.7965e+00 +1.6506e-02 +1.9533e+00 -3.6932e+00 +3.1505e+00
4734 +3.938065289e+05 +3.938065289e+05 +3.940856189e+05 +3.940856189e+05 -3.0408e+00 -1.3975e+00 -2.0880e+00 +1.2276e+00 -3.8611e-01 -1.9775e+00 +1.6463e+00 -1.2962e+00 +1.3206e-01 -3.9576e-01 -1.3250e+00 -2.7057e+00 -9.8581e-01 -2.1265e-01 -3.9026e+00 +3.2755e+00 +3.1076e-01 +1.5608e+00 -3.7364e+00 +3.0801e+00
6525 +2.467935403e+05 +2.467935403e+05 +2.470726303e+05 +2.470726303e+05 -2.6783e+00 -1.4483e+00 -1.9877e+00 +1.3585e+00 -4.6276e-01 -2.1145e+00 +1.5703e+00 -1.1334e+00 -1.2778e-01 -2.8367e-01 -1.6656e+00 -2.6016e+00 -6.3054e-01 -1.5207e-01 -4.5186e+00 +3.4272e+00 +8.6002e-01 +1.3021e+00 -3.3491e+00 +2.7354e+00
8143 +1.569518499e+05 +1.569518499e+05 +1.572309399e+05 +1.572309399e+05 -2.3735e+00 -1.4718e+00 -1.8402e+00 +1.4732e+00 -1.5889e-01 -2.0711e+00 +1.5861e+00 -1.0182e+00 -3.0374e-01 -3.1022e-01 -2.0392e+00 -2.0435e+00 -8.0923e-01 -3.3184e-01 -5.0083e+00 +3.6015e+00 +8.0348e-01 +9.6884e-01 -2.8117e+00 +2.9771e+00
9215 +9.917007072e+04 +9.917007072e+04 +9.944916072e+04 +9.944916072e+04 -1.5154e+00 -8.5662e-01 -2.2535e+00 +4.6572e-01 +1.5867e+00 -2.2318e+00 +5.6125e-01 +2.2436e+00 +1.1152e+00 -2.2828e+00 -3.5522e+00 +1.9318e+00 -3.8586e-01 +2.6033e+00 +2.7540e-01 +4.5408e+00 +6.6968e-01 +2.2234e-01 -3.9026e+00 -6.3635e-01
9866 +6.155096554e+04 +6.155096554e+04 +6.183005554e+04 +6.183005554e+04 -1.4535e+00 -8.8798e-01 -2.2044e+00 +2.3354e-01 +1.5410e+00 -2.2546e+00 +5.0000e-01 +2.1186e+00 +9.4877e-01 -2.3136e+00 -3.8337e+00 +2.0647e+00 -3.6945e-01 +2.4554e+00 +3.1147e-02 +4.3713e+00 +6.1386e-01 +6.2835e-02 -3.8990e+00 -6.0696e-01
10856 +3.911456567e+04 +3.911456567e+04 +3.939365567e+04 +3.939365567e+04 -1.3926e+00 -8.8314e-01 -2.2624e+00 +1.4860e-01 +1.5471e+00 -2.3305e+00 +5.6181e-01 +1.8227e+00 +1.3182e+00 -2.1223e+00 -3.9307e+00 +2.2255e+00 -1.4502e-01 +2.5822e+00 -2.4651e-01 +4.4715e+00 +5.4875e-01 +2.0556e-01 -3.7227e+00 -7.4468e-01
12109 +2.331615307e+04 +2.331615307e+04 +2.359524307e+04 +2.359524307e+04 -1.1191e+00 -8.7514e-01 -2.4272e+00 +4.8207e-02 +1.6815e+00 -2.2845e+00 +1.0729e+00 +1.8497e+00 +1.4695e+00 -2.1534e+00 -3.9692e+00 +2.3576e+00 +3.6832e-02 +2.5825e+00 -4.4238e-01 +4.3489e+00 +5.2164e-01 +2.7582e-02 -3.6407e+00 -6.0521e-01
16635 +1.438947262e+04 +1.438947262e+04 +1.466856262e+04 +1.466856262e+04 -1.2267e+00 -2.8113e-01 -2.4816e+00 -5.7929e-01 +1.9456e+00 -2.5771e+00 +6.7951e-01 +1.6682e+00 +1.0343e+00 -1.7752e+00 -4.6539e+00 +2.5504e+00 +2.5859e-01 +2.3629e+00 -3.1911e-01 +4.3445e+00 +1.0768e+00 -1.2057e-01 -3.4079e+00 -7.0566e-01
