% function evaluation | noise-free fitness - Fopt (-6.211100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
7281 +3.910072728e+06 +3.910072728e+06 +3.911072728e+06 +3.911072728e+06 -3.1763e+00 +2.8094e+00 -2.6152e+00 -2.0554e+00 -2.6311e+00 -1.2655e+00 -1.5791e+00 +9.0970e-01 -1.0787e+00 +1.7896e+00 +6.0654e-01 +2.8473e+00 -1.1824e+00 +2.6182e-01 +2.1866e+00 +4.4883e-01 +2.1072e+00 -1.6406e+00 -3.0669e+00 -8.6181e-01
8023 +2.425721945e+06 +2.425721945e+06 +2.426721945e+06 +2.426721945e+06 -3.1045e+00 +2.8834e+00 -2.8832e+00 -2.2104e+00 -2.8777e+00 -1.2665e+00 -1.7067e+00 +9.6231e-01 -9.5704e-01 +1.8098e+00 +7.4228e-01 +3.0321e+00 -1.2837e+00 +3.5025e-01 +2.2038e+00 +4.4205e-01 +2.3481e+00 -1.7772e+00 -3.1676e+00 -1.0614e+00
8557 +1.530477422e+06 +1.530477422e+06 +1.531477422e+06 +1.531477422e+06 -3.2994e+00 +2.8404e+00 -3.2018e+00 -2.2856e+00 -2.7481e+00 -1.5913e+00 -1.6433e+00 +8.6650e-01 -1.0075e+00 +1.6900e+00 +6.8602e-01 +3.0635e+00 -1.5359e+00 +4.2057e-01 +2.2944e+00 +3.7532e-01 +2.6118e+00 -1.9704e+00 -2.9722e+00 -1.0796e+00
9277 +9.651251023e+05 +9.651251023e+05 +9.661251023e+05 +9.661251023e+05 -3.4000e+00 +2.9340e+00 -3.2647e+00 -2.2829e+00 -2.7364e+00 -1.6254e+00 -1.7205e+00 +9.7964e-01 -9.2265e-01 +1.6454e+00 +8.1009e-01 +3.1250e+00 -1.3910e+00 +5.3639e-01 +2.1082e+00 +5.1700e-01 +2.5594e+00 -1.9754e+00 -2.9969e+00 -1.4069e+00
9656 +6.121074384e+05 +6.121074384e+05 +6.131074384e+05 +6.131074384e+05 -3.5923e+00 +2.6847e+00 -3.4494e+00 -2.3221e+00 -2.8447e+00 -1.6333e+00 -1.8249e+00 +9.9588e-01 -9.1966e-01 +1.6491e+00 +8.6026e-01 +3.2828e+00 -1.3368e+00 +5.3310e-01 +2.0730e+00 +5.6506e-01 +2.6110e+00 -1.9440e+00 -2.9079e+00 -1.5736e+00
10044 +3.792614261e+05 +3.792614261e+05 +3.802614261e+05 +3.802614261e+05 -3.6063e+00 +2.7582e+00 -3.6368e+00 -2.3086e+00 -2.9915e+00 -1.8017e+00 -1.7880e+00 +9.1298e-01 -9.5977e-01 +1.7999e+00 +8.5778e-01 +3.2484e+00 -1.4002e+00 +5.7869e-01 +2.0075e+00 +4.5111e-01 +2.6896e+00 -1.9126e+00 -3.0529e+00 -1.5423e+00
10316 +2.224714785e+05 +2.224714785e+05 +2.234714785e+05 +2.234714785e+05 -3.6236e+00 +2.8397e+00 -3.8283e+00 -2.2965e+00 -2.9353e+00 -1.7933e+00 -1.8318e+00 +9.1128e-01 -8.8163e-01 +1.7439e+00 +9.8743e-01 +3.2580e+00 -1.5342e+00 +4.3697e-01 +1.9502e+00 +4.3591e-01 +2.7203e+00 -1.9249e+00 -3.0437e+00 -1.5969e+00
10646 +1.554142971e+05 +1.554142971e+05 +1.564142971e+05 +1.564142971e+05 -3.6994e+00 +2.7852e+00 -3.7511e+00 -2.2535e+00 -3.0020e+00 -1.8923e+00 -1.8985e+00 +8.5538e-01 -7.9999e-01 +1.8325e+00 +1.0692e+00 +3.2679e+00 -1.5908e+00 +4.7818e-01 +1.9986e+00 +4.2036e-01 +2.6211e+00 -1.8533e+00 -3.0233e+00 -1.6471e+00
11165 +8.031256222e+04 +8.031256222e+04 +8.131256222e+04 +8.131256222e+04 -3.6497e+00 +2.7625e+00 -3.6577e+00 -2.3265e+00 -3.1117e+00 -1.9171e+00 -1.9696e+00 +7.6214e-01 -9.2423e-01 +1.7446e+00 +1.1163e+00 +3.1180e+00 -1.6302e+00 +3.9846e-01 +1.8781e+00 +2.7057e-01 +2.5168e+00 -1.9413e+00 -2.9823e+00 -1.6606e+00
11577 +4.946456218e+04 +4.946456218e+04 +5.046456218e+04 +5.046456218e+04 -3.6234e+00 +2.7007e+00 -3.7724e+00 -2.2640e+00 -3.0125e+00 -1.9478e+00 -1.8915e+00 +8.9796e-01 -8.8923e-01 +1.7181e+00 +1.2597e+00 +3.1396e+00 -1.5836e+00 +5.1516e-01 +1.8706e+00 +8.6557e-02 +2.4657e+00 -1.9958e+00 -2.9644e+00 -1.6787e+00
16774 +3.933011867e+04 +3.933011867e+04 +4.033011867e+04 +4.033011867e+04 -3.8729e+00 +2.7248e+00 -4.2811e+00 -2.7520e+00 -2.6533e+00 -2.0675e+00 -2.1432e+00 +7.9835e-01 -2.0248e+00 +1.9525e+00 +1.2370e+00 +3.3099e+00 -1.1354e+00 -1.8322e-02 +1.6381e+00 +3.0819e-01 +2.7063e+00 -1.2085e+00 -1.8907e+00 -1.7866e+00
26017 +2.110962795e+04 +2.110962795e+04 +2.210962795e+04 +2.210962795e+04 -3.6727e+00 +2.7598e+00 -3.8327e+00 -2.2202e+00 -3.0017e+00 -1.9956e+00 -1.9799e+00 +8.2034e-01 -1.0598e+00 +1.7698e+00 +1.2380e+00 +3.1196e+00 -1.5120e+00 +2.7421e-01 +1.9127e+00 +2.3803e-01 +2.5816e+00 -1.8819e+00 -2.8480e+00 -1.7428e+00
% function evaluation | noise-free fitness - Fopt (1.737000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.203459752e+09 +9.203459752e+09 +9.203459770e+09 +9.203459770e+09 +2.6091e+00 -2.6031e+00 +1.8821e+00 +1.3652e+00 -3.5808e+00 -1.4124e+00 +4.2947e-01 -1.9880e+00 +1.1141e+00 -1.7517e+00 -1.5214e+00 +2.9594e+00 -1.8087e+00 -4.2765e-02 +1.4950e+00 +3.8239e+00 +1.4920e+00 +2.0911e+00 -2.9940e+00 -2.7764e+00
2 +1.213453791e+09 +1.213453791e+09 +1.213453808e+09 +1.213453808e+09 +1.2059e+00 -2.7402e+00 +2.5879e+00 +3.9844e+00 -2.4010e+00 -7.4135e-01 -3.3117e+00 -2.9483e+00 +3.9013e+00 +1.0563e+00 -7.7759e-01 -1.3781e+00 +5.6708e-01 -2.1397e+00 +7.8145e-01 +3.0454e-01 -8.1326e-01 -3.2875e+00 +2.3140e+00 -6.2426e-01
3 +4.637881307e+08 +4.637881307e+08 +4.637881481e+08 +4.637881481e+08 +7.2023e-01 -3.2821e+00 -2.6690e+00 +2.6198e+00 +2.0425e+00 +4.7786e-01 -1.7534e+00 +8.2986e-01 +1.4440e+00 -1.3164e+00 +2.0304e+00 -2.0265e+00 +3.8228e+00 -2.8196e+00 +5.1327e-01 +5.9196e-01 -2.6729e-01 +3.7547e+00 -2.1806e+00 -3.3601e+00
13 +3.700871704e+08 +3.700871704e+08 +3.700871878e+08 +3.700871878e+08 +2.4033e+00 +3.7357e+00 -1.4390e+00 +6.0519e-01 +1.2480e+00 -3.7411e+00 +2.5787e+00 +1.6671e+00 -2.7880e+00 +3.2226e+00 +2.0086e-01 -2.9966e+00 +3.6217e+00 -5.0298e-01 -1.7011e+00 -2.7621e+00 -2.9270e+00 -1.2039e+00 -1.0001e+00 -3.4888e-01
21 +1.646841190e+08 +1.646841190e+08 +1.646841364e+08 +1.646841364e+08 +2.1499e+00 -1.5794e+00 -1.8220e+00 +2.4956e+00 +1.6260e+00 -1.5226e+00 -4.9159e-01 +1.3524e+00 +2.0571e-01 -5.4371e-01 +5.2687e-01 -2.6829e+00 +3.7532e+00 -2.1836e+00 -1.5847e+00 +2.5743e-01 -1.5790e+00 -6.2201e-01 -1.6955e+00 -1.0118e+00
209 +1.100840566e+08 +1.100840566e+08 +1.100840740e+08 +1.100840740e+08 -7.4389e-01 +3.9385e-01 +3.1000e+00 +2.1146e+00 -2.8904e-02 +3.7387e+00 +6.6816e-01 +2.2391e+00 -1.9466e-01 -1.4454e-01 +3.4043e+00 -1.4702e+00 +1.8586e+00 +1.2573e+00 -9.8172e-02 +2.4523e+00 +1.1717e+00 +1.9929e+00 -5.2031e-01 +6.4018e-01
346 +9.353069701e+07 +9.353069701e+07 +9.353071438e+07 +9.353071438e+07 -7.2607e-01 -1.3662e+00 +2.9021e+00 +2.7262e+00 -1.6758e-01 +3.7297e+00 +9.6896e-01 +1.5229e+00 +8.2664e-01 -3.4811e-01 +2.0094e+00 -2.0017e+00 +1.4680e+00 +1.1667e+00 +4.1329e-01 +1.0905e+00 +1.3792e+00 +1.4933e+00 -7.3812e-01 +8.0986e-01
2241 +6.301310658e+07 +6.301310658e+07 +6.301312395e+07 +6.301312395e+07 -4.8621e-01 -1.5005e+00 +2.7864e+00 +2.7683e+00 +2.9637e-02 +3.6747e+00 +7.4749e-01 +9.5673e-01 +8.4321e-01 -3.4385e-01 +1.4608e+00 -1.3905e+00 +1.8033e+00 +1.5624e+00 +8.2988e-02 +9.6939e-01 +1.0734e+00 +1.3195e+00 -1.5333e+00 +9.2944e-01
4602 +3.957424579e+07 +3.957424579e+07 +3.957426316e+07 +3.957426316e+07 -5.4718e-01 -1.6090e+00 +2.5973e+00 +3.1334e+00 +5.3219e-01 +3.3469e+00 +9.6431e-01 +4.1468e-01 +8.3533e-01 -8.1153e-01 +1.4954e+00 -9.0676e-01 +2.1183e+00 +1.9858e+00 -5.0421e-01 +1.0171e+00 +5.8882e-01 +1.2140e+00 -2.0752e+00 +5.6554e-01
6501 +2.502278982e+07 +2.502278982e+07 +2.502280719e+07 +2.502280719e+07 -4.3707e-01 -1.4672e+00 +2.2683e+00 +3.0453e+00 +5.4131e-01 +3.5018e+00 +1.1250e+00 -1.5357e-02 +6.0864e-01 -1.3373e+00 +1.7372e+00 -4.7435e-01 +2.1267e+00 +2.0861e+00 -9.0067e-01 +8.8472e-01 -1.1773e-01 +1.0455e+00 -2.7739e+00 +7.8598e-01
8015 +1.574939019e+07 +1.574939019e+07 +1.574940756e+07 +1.574940756e+07 -5.4743e-01 -1.6159e+00 +2.3492e+00 +2.8669e+00 +5.0965e-01 +3.5651e+00 +9.3160e-01 -5.0897e-01 +6.9441e-01 -1.8226e+00 +1.5248e+00 -1.0439e-01 +2.1262e+00 +2.4878e+00 -1.5209e+00 +5.9534e-01 -3.5966e-01 +1.2294e+00 -2.9406e+00 +3.7551e-01
9278 +9.982639825e+06 +9.982639825e+06 +9.982657195e+06 +9.982657195e+06 -6.8245e-01 -1.5697e+00 +2.2240e+00 +2.7749e+00 +8.2868e-01 +3.6591e+00 +1.0250e+00 -7.0928e-01 +4.8699e-01 -2.0798e+00 +1.4250e+00 +5.4328e-01 +2.3932e+00 +2.6926e+00 -1.5824e+00 +6.3928e-01 -7.8676e-01 +1.1099e+00 -3.2378e+00 +6.5701e-01
10648 +6.217875761e+06 +6.217875761e+06 +6.217893131e+06 +6.217893131e+06 -7.5011e-01 -1.8213e+00 +2.4144e+00 +3.1372e+00 +9.2410e-01 +3.2568e+00 +1.1609e+00 -8.7162e-01 +5.7054e-01 -2.0779e+00 +1.2963e+00 +7.4311e-01 +2.4339e+00 +3.0460e+00 -1.7811e+00 +3.2643e-01 -8.3451e-01 +1.0515e+00 -3.4573e+00 +4.2154e-01
11423 +3.907435838e+06 +3.907435838e+06 +3.907453208e+06 +3.907453208e+06 -7.8181e-01 -1.8258e+00 +2.3145e+00 +3.0980e+00 +9.4994e-01 +3.2650e+00 +1.3084e+00 -1.1861e+00 +6.3284e-01 -2.2301e+00 +1.2738e+00 +9.1583e-01 +2.4216e+00 +3.2486e+00 -2.0541e+00 +3.1569e-01 -1.1845e+00 +1.1193e+00 -3.7064e+00 +3.7886e-01
12155 +2.455385228e+06 +2.455385228e+06 +2.455402598e+06 +2.455402598e+06 -7.8005e-01 -1.7174e+00 +2.0672e+00 +2.9746e+00 +1.2154e+00 +3.0337e+00 +1.5310e+00 -1.1805e+00 +5.9831e-01 -2.0352e+00 +1.1126e+00 +1.1370e+00 +2.5458e+00 +3.3969e+00 -2.2754e+00 +2.3791e-01 -1.4419e+00 +1.0679e+00 -3.8622e+00 +4.0618e-01
12676 +1.565854616e+06 +1.565854616e+06 +1.565871986e+06 +1.565871986e+06 -7.3578e-01 -1.6842e+00 +2.0151e+00 +2.9637e+00 +1.2435e+00 +2.9567e+00 +1.2862e+00 -1.2383e+00 +5.6239e-01 -2.3096e+00 +1.2314e+00 +1.3393e+00 +2.5910e+00 +3.5187e+00 -2.4192e+00 -5.3748e-02 -1.5612e+00 +1.0654e+00 -3.5305e+00 +3.0223e-01
12943 +9.790330626e+05 +9.790330626e+05 +9.790504326e+05 +9.790504326e+05 -6.0804e-01 -1.7280e+00 +2.1407e+00 +2.8950e+00 +1.3228e+00 +2.7761e+00 +1.1714e+00 -1.5675e+00 +6.1201e-01 -2.3013e+00 +1.2303e+00 +1.3040e+00 +2.7005e+00 +3.6761e+00 -2.6256e+00 +7.1807e-02 -1.6022e+00 +1.2580e+00 -3.8126e+00 +3.6094e-01
13670 +5.437033745e+05 +5.437033745e+05 +5.437207445e+05 +5.437207445e+05 -8.1323e-01 -1.8189e+00 +2.1446e+00 +2.9188e+00 +1.3449e+00 +2.6152e+00 +1.1621e+00 -1.5932e+00 +5.2987e-01 -2.2855e+00 +1.2538e+00 +1.4891e+00 +2.7739e+00 +3.6380e+00 -2.7997e+00 -6.0682e-02 -1.5111e+00 +1.2421e+00 -3.9735e+00 +2.4670e-01
13929 +3.594064739e+05 +3.594064739e+05 +3.594238439e+05 +3.594238439e+05 -6.1709e-01 -1.7146e+00 +2.1720e+00 +2.9132e+00 +1.2870e+00 +2.7160e+00 +1.2316e+00 -1.7216e+00 +7.5092e-01 -2.2680e+00 +1.2968e+00 +1.5807e+00 +2.9244e+00 +3.6993e+00 -2.7884e+00 -8.5768e-02 -1.7817e+00 +1.1290e+00 -3.9822e+00 +3.4044e-01
14314 +1.992316924e+05 +1.992316924e+05 +1.992490624e+05 +1.992490624e+05 -7.1929e-01 -1.7593e+00 +2.0932e+00 +3.0963e+00 +1.5294e+00 +2.6488e+00 +1.2758e+00 -1.7457e+00 +6.6230e-01 -2.4129e+00 +1.3440e+00 +1.6993e+00 +2.9012e+00 +3.7583e+00 -2.9084e+00 -1.4095e-01 -1.6669e+00 +1.2075e+00 -4.0648e+00 +2.3102e-01
14585 +1.561340928e+05 +1.561340928e+05 +1.561514628e+05 +1.561514628e+05 -8.1066e-01 -1.7075e+00 +2.0842e+00 +3.1646e+00 +1.4361e+00 +2.5492e+00 +1.2145e+00 -1.8027e+00 +6.1436e-01 -2.4287e+00 +1.3045e+00 +1.7519e+00 +2.9497e+00 +3.6566e+00 -2.8446e+00 -1.3429e-01 -1.6764e+00 +1.1400e+00 -4.1704e+00 +2.1155e-01
14858 +5.487171943e+04 +5.487171943e+04 +5.488908943e+04 +5.488908943e+04 -6.1698e-01 -1.6872e+00 +1.9651e+00 +3.0687e+00 +1.3625e+00 +2.7039e+00 +1.2082e+00 -1.6458e+00 +7.2027e-01 -2.2877e+00 +1.3503e+00 +1.7890e+00 +2.9951e+00 +3.6951e+00 -2.7982e+00 -2.0616e-01 -1.6903e+00 +1.1007e+00 -4.2683e+00 +1.1619e-01
% function evaluation | noise-free fitness - Fopt (1.541700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.331061442e+09 +3.331061442e+09 +3.331061596e+09 +3.331061596e+09 -2.1321e+00 -3.4965e+00 +2.6883e+00 -9.7828e-01 +2.9226e+00 +1.2114e+00 -2.2327e+00 -2.9760e+00 +1.7916e+00 +3.8766e+00 +5.3656e-01 -2.9290e+00 -5.5012e-01 +1.2648e+00 +2.0972e+00 -7.0383e-01 -1.4304e+00 +3.1133e+00 -1.5499e+00 -1.0517e+00
2 +1.123241138e+09 +1.123241138e+09 +1.123241292e+09 +1.123241292e+09 +1.6703e+00 +3.6217e+00 +3.8341e+00 -6.2010e-01 -3.8609e+00 +2.7218e+00 -1.7747e+00 +2.4897e+00 +1.7836e+00 -2.5663e+00 -1.1535e+00 -8.8197e-01 +1.3769e+00 -3.2109e+00 -3.2787e+00 +2.8396e+00 -3.0733e+00 +2.0344e+00 -2.7614e+00 +3.2436e+00
8 +7.219164148e+08 +7.219164148e+08 +7.219165690e+08 +7.219165690e+08 -2.9261e+00 +1.0024e+00 -1.4250e+00 -3.6990e+00 +3.9948e+00 +6.2711e-01 -2.9028e+00 +5.3548e-01 -3.7850e+00 -1.9104e+00 -2.6792e+00 -3.2432e+00 +2.8741e+00 -1.6345e+00 +2.6452e+00 -2.9436e+00 +1.0439e+00 +9.5346e-01 -2.6346e+00 -1.8490e+00
13 +3.854561311e+08 +3.854561311e+08 +3.854562852e+08 +3.854562852e+08 +1.5011e+00 +4.0122e-01 +3.9502e+00 -1.9453e+00 -1.0668e+00 -2.7249e+00 -1.6774e+00 -2.2137e+00 -2.6124e+00 -2.2853e+00 -4.8325e-01 -2.2668e+00 +3.3563e+00 -1.9452e+00 -8.8483e-02 +2.1929e+00 -3.7233e-01 +3.7519e+00 +1.1647e+00 -1.0357e+00
32 +1.803627544e+08 +1.803627544e+08 +1.803629085e+08 +1.803629085e+08 -1.4581e+00 +3.9201e-01 +3.7614e+00 -1.1754e+00 -8.5706e-01 -2.6576e+00 +7.5846e-02 -1.2235e+00 -2.2973e+00 -1.9223e+00 -4.4955e-01 -2.1591e+00 +2.6458e+00 +1.6197e-01 +2.8347e+00 +1.7360e+00 -3.5522e+00 +1.0371e-01 -6.0972e-01 -1.2984e+00
546 +1.583485653e+08 +1.583485653e+08 +1.583487195e+08 +1.583487195e+08 -1.4539e+00 +5.7761e-01 +3.6857e+00 -1.1523e+00 -8.6942e-01 -2.7272e+00 -2.1011e-01 -1.2890e+00 -2.2256e+00 -1.7646e+00 -6.0675e-01 -2.3158e+00 +2.7073e+00 +2.8297e-01 +2.8532e+00 +1.6995e+00 -3.5094e+00 +1.1970e-02 -6.0579e-01 -1.2620e+00
2056 +9.880957638e+07 +9.880957638e+07 +9.880973055e+07 +9.880973055e+07 -1.7058e+00 +9.1154e-01 +3.8292e+00 -7.1812e-01 -5.8058e-01 -2.5496e+00 -3.2134e-01 -1.4509e+00 -2.2363e+00 -2.1387e+00 -7.9279e-01 -2.2877e+00 +3.3040e+00 +4.0704e-01 +3.0192e+00 +1.9924e+00 -3.1495e+00 -1.4967e-01 -6.7808e-01 -1.3714e+00
3692 +6.216640458e+07 +6.216640458e+07 +6.216655875e+07 +6.216655875e+07 -1.6694e+00 +1.5044e+00 +3.7020e+00 -8.9068e-02 -4.1452e-01 -2.3327e+00 -8.3443e-01 -1.8034e+00 -1.9783e+00 -2.0883e+00 -7.3441e-01 -2.1311e+00 +3.7094e+00 +3.6805e-01 +2.6587e+00 +2.1410e+00 -3.0681e+00 -2.6458e-01 -8.5129e-01 -1.0290e+00
5596 +3.832374600e+07 +3.832374600e+07 +3.832390017e+07 +3.832390017e+07 -1.5935e+00 +1.9488e+00 +3.6032e+00 +2.6755e-01 -3.0595e-01 -2.6079e+00 -1.2801e+00 -2.1817e+00 -1.5520e+00 -2.3338e+00 -7.7739e-01 -1.7103e+00 +4.1153e+00 -3.9929e-02 +2.3713e+00 +2.5637e+00 -2.5999e+00 -5.7939e-01 -1.1566e+00 -7.0012e-01
7713 +2.500530816e+07 +2.500530816e+07 +2.500546233e+07 +2.500546233e+07 -1.9729e+00 +2.2260e+00 +3.2222e+00 +7.3399e-01 -3.5706e-01 -2.2517e+00 -1.5734e+00 -2.5727e+00 -1.1647e+00 -2.3675e+00 -8.9151e-01 -1.4682e+00 +4.5222e+00 +2.7990e-01 +2.4112e+00 +2.4324e+00 -2.4564e+00 -4.4345e-01 -1.3378e+00 -6.1038e-01
9342 +1.549745213e+07 +1.549745213e+07 +1.549760630e+07 +1.549760630e+07 -2.6032e+00 +2.3430e+00 +3.0600e+00 +1.1907e+00 -7.2865e-02 -2.0599e+00 -1.6596e+00 -2.9051e+00 -1.0546e+00 -2.5777e+00 -9.5296e-01 -1.3762e+00 +4.6607e+00 +1.2274e-01 +2.3644e+00 +2.7982e+00 -1.8104e+00 -1.3181e-01 -1.7195e+00 -6.2577e-01
10735 +9.199193573e+06 +9.199193573e+06 +9.199347743e+06 +9.199347743e+06 -2.7012e+00 +2.7174e+00 +2.6057e+00 +1.3772e+00 +2.4159e-01 -2.0127e+00 -1.9673e+00 -2.8489e+00 -3.7202e-01 -2.6353e+00 -8.3590e-01 -1.0932e+00 +4.9466e+00 -1.4780e-01 +2.1928e+00 +2.6952e+00 -1.7262e+00 -3.3980e-01 -2.0792e+00 -6.1607e-01
11764 +6.279829539e+06 +6.279829539e+06 +6.279983709e+06 +6.279983709e+06 -3.0260e+00 +2.9697e+00 +2.3537e+00 +1.6708e+00 +5.5210e-01 -2.0273e+00 -2.3206e+00 -2.9216e+00 -4.5220e-01 -2.7251e+00 -7.1277e-01 -1.2701e+00 +5.1831e+00 -2.4207e-01 +1.9584e+00 +2.8255e+00 -1.6983e+00 -2.1544e-01 -1.7940e+00 -6.2490e-01
12752 +3.913617249e+06 +3.913617249e+06 +3.913771419e+06 +3.913771419e+06 -2.9972e+00 +3.2634e+00 +2.0092e+00 +1.9257e+00 +5.4450e-01 -1.8469e+00 -2.2859e+00 -2.8820e+00 -2.4534e-01 -2.8045e+00 -6.6643e-01 -1.2931e+00 +4.8490e+00 -4.3237e-01 +1.8127e+00 +2.8931e+00 -1.7441e+00 -5.4188e-01 -2.1753e+00 -7.6478e-01
13741 +2.302236860e+06 +2.302236860e+06 +2.302391030e+06 +2.302391030e+06 -3.3097e+00 +3.4583e+00 +1.6437e+00 +2.0891e+00 +8.9848e-01 -1.7027e+00 -2.1519e+00 -3.1180e+00 -1.9414e-01 -2.6126e+00 -8.2347e-01 -1.0725e+00 +4.8591e+00 -5.0633e-01 +1.7667e+00 +2.8757e+00 -1.6740e+00 -4.4080e-01 -2.1411e+00 -7.6354e-01
14136 +1.496093261e+06 +1.496093261e+06 +1.496247431e+06 +1.496247431e+06 -3.4644e+00 +3.4909e+00 +1.7548e+00 +2.1233e+00 +7.6078e-01 -1.7678e+00 -2.6232e+00 -2.9108e+00 -6.0796e-02 -2.8961e+00 -8.3786e-01 -1.2165e+00 +4.8006e+00 -5.6485e-01 +1.7234e+00 +3.0559e+00 -1.5452e+00 -6.6354e-01 -2.2089e+00 -7.1632e-01
14788 +9.101784182e+05 +9.101784182e+05 +9.103325882e+05 +9.103325882e+05 -3.6877e+00 +3.3970e+00 +1.3230e+00 +2.1623e+00 +8.8228e-01 -1.6836e+00 -2.5982e+00 -2.9987e+00 +4.5386e-03 -2.6082e+00 -8.1155e-01 -1.2262e+00 +4.7807e+00 -5.1575e-01 +1.5511e+00 +3.0847e+00 -1.3114e+00 -4.2308e-01 -2.2039e+00 -8.3020e-01
15257 +6.209063962e+05 +6.209063962e+05 +6.210605662e+05 +6.210605662e+05 -3.6666e+00 +3.3931e+00 +1.2848e+00 +2.2944e+00 +1.0368e+00 -1.6899e+00 -2.7426e+00 -3.1806e+00 +8.5524e-02 -2.6491e+00 -9.2718e-01 -1.3811e+00 +4.7838e+00 -6.0388e-01 +1.6814e+00 +3.1256e+00 -1.3443e+00 -3.6762e-01 -2.1065e+00 -7.3552e-01
15644 +3.708202418e+05 +3.708202418e+05 +3.709744118e+05 +3.709744118e+05 -3.8437e+00 +3.4494e+00 +1.2989e+00 +2.3903e+00 +1.2321e+00 -1.6849e+00 -2.7460e+00 -3.2329e+00 +2.6302e-01 -2.7288e+00 -9.0629e-01 -1.1582e+00 +4.7622e+00 -5.8019e-01 +1.7340e+00 +3.0061e+00 -1.3414e+00 -5.5553e-01 -2.2306e+00 -6.9708e-01
16163 +2.473294695e+05 +2.473294695e+05 +2.474836395e+05 +2.474836395e+05 -3.8884e+00 +3.4971e+00 +1.1066e+00 +2.3778e+00 +1.0316e+00 -1.6711e+00 -3.0693e+00 -3.3750e+00 +1.3156e-01 -2.5778e+00 -1.1202e+00 -1.4044e+00 +4.7135e+00 -4.6903e-01 +1.9102e+00 +3.1739e+00 -1.3921e+00 -6.2378e-01 -2.3934e+00 -5.2120e-01
16636 +1.393398882e+05 +1.393398882e+05 +1.394940582e+05 +1.394940582e+05 -3.9411e+00 +3.5506e+00 +1.2188e+00 +2.3405e+00 +1.1628e+00 -1.8077e+00 -2.9379e+00 -3.4015e+00 +2.6209e-01 -2.6612e+00 -1.0994e+00 -1.1768e+00 +4.5869e+00 -4.5890e-01 +1.6130e+00 +3.0195e+00 -1.3223e+00 -7.0048e-01 -2.3548e+00 -5.8152e-01
17293 +8.172376899e+04 +8.172376899e+04 +8.187793899e+04 +8.187793899e+04 -3.9438e+00 +3.5772e+00 +1.2587e+00 +2.3197e+00 +1.1797e+00 -1.7481e+00 -3.0052e+00 -3.4782e+00 +3.2233e-01 -2.7789e+00 -1.1830e+00 -1.1371e+00 +4.5462e+00 -5.1608e-01 +1.7383e+00 +3.0862e+00 -1.3890e+00 -6.5907e-01 -2.3551e+00 -5.8289e-01
20181 +6.219748110e+04 +6.219748110e+04 +6.235165110e+04 +6.235165110e+04 -4.0408e+00 +3.4979e+00 +1.1497e+00 +2.3946e+00 +1.0867e+00 -1.8214e+00 -3.0474e+00 -3.3344e+00 +3.9173e-01 -2.8662e+00 -1.1679e+00 -1.3022e+00 +4.4663e+00 -2.5927e-01 +1.7847e+00 +3.1174e+00 -1.4917e+00 -7.5370e-01 -2.4686e+00 -7.2809e-01
25012 +3.858831195e+04 +3.858831195e+04 +3.874248195e+04 +3.874248195e+04 -4.0546e+00 +3.3252e+00 +1.1165e+00 +2.1449e+00 +1.1724e+00 -2.0036e+00 -3.1417e+00 -3.5080e+00 +6.6317e-01 -2.8786e+00 -1.7380e+00 -1.3966e+00 +4.0765e+00 +4.2565e-01 +2.2315e+00 +3.0471e+00 -1.3372e+00 -7.2482e-01 -2.8622e+00 -6.4603e-01
% function evaluation | noise-free fitness - Fopt (4.983000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.072925646e+09 +1.072925646e+09 +1.072925696e+09 +1.072925696e+09 -9.8973e-01 +2.8565e+00 +1.8615e+00 +3.6560e+00 +5.2971e-01 +3.6161e-01 -3.4437e-01 +9.3510e-02 -1.5482e+00 -7.3223e-01 -3.2384e+00 -2.0672e+00 -1.2337e+00 +2.9357e+00 +2.2475e+00 -1.5094e+00 +3.9295e+00 -3.4124e+00 -6.8099e-01 +1.7670e+00
2 +5.478025584e+08 +5.478025584e+08 +5.478026082e+08 +5.478026082e+08 +2.9569e+00 -2.0934e+00 -2.8487e+00 -1.2024e+00 -2.4596e+00 -2.9567e+00 +2.5519e+00 +1.2987e+00 +3.4096e-01 -1.2089e+00 +2.6415e+00 +1.7015e+00 -3.2909e+00 -3.9427e+00 +3.6913e+00 +4.7121e-01 +9.2466e-01 +1.1843e+00 -3.1203e+00 +2.8544e+00
4 +2.488476099e+08 +2.488476099e+08 +2.488476597e+08 +2.488476597e+08 -1.7989e+00 +2.7035e-01 -2.3514e-01 -3.6540e+00 +2.2204e-01 +2.2969e+00 +9.1463e-01 -1.4900e+00 -3.3260e-01 +2.5226e+00 -2.3644e+00 -3.6224e+00 -1.0265e+00 -2.4583e+00 +2.3691e+00 -1.0399e+00 +1.7372e+00 -1.5271e+00 +2.4167e+00 +7.6884e-01
